Date,Hour,NUCLEAR,GAS,HYDRO,WIND,SOLAR,BIOFUEL,Total Output
1/1/2020,1,11633,232,2948,1717,0,17,16547
1/1/2020,2,11637,231,2909,1382,0,14,16173
1/1/2020,3,11638,233,2880,1263,0,13,16027
1/1/2020,4,11632,233,2850,1184,0,13,15912
1/1/2020,5,11627,231,2950,1202,0,13,16023
1/1/2020,6,11636,233,2960,1248,0,14,16091
1/1/2020,7,11639,235,3143,1236,0,15,16268
1/1/2020,8,11633,443,3303,1044,0,16,16439
1/1/2020,9,11637,481,3410,990,4,14,16536
1/1/2020,10,11632,454,3375,1358,22,14,16855
1/1/2020,11,11637,434,3423,1713,46,13,17266
1/1/2020,12,11635,405,3372,1968,58,13,17451
1/1/2020,13,11639,374,3412,2195,59,13,17692
1/1/2020,14,11639,366,3349,2273,58,14,17699
1/1/2020,15,11644,355,3372,2249,78,13,17711
1/1/2020,16,11681,355,3372,1702,63,14,17187
1/1/2020,17,11679,270,3533,2157,13,15,17667
1/1/2020,18,11681,237,3765,2856,0,14,18553
1/1/2020,19,11678,236,3638,2952,0,15,18519
1/1/2020,20,11680,236,3559,2809,0,14,18298
1/1/2020,21,11674,235,3463,2852,0,14,18238
1/1/2020,22,11681,235,3436,3196,0,13,18561
1/1/2020,23,11678,236,3325,2740,0,13,17992
1/1/2020,24,11674,235,3086,2112,0,14,17121
1/2/2020,1,11679,235,3098,1378,0,14,16404
1/2/2020,2,11675,235,3055,1468,0,14,16447
1/2/2020,3,11674,234,3054,1138,0,14,16114
1/2/2020,4,11683,234,3046,950,0,14,15927
1/2/2020,5,11688,234,3119,1038,0,15,16094
1/2/2020,6,11682,233,3258,1387,0,18,16578
1/2/2020,7,11685,235,3385,2207,0,25,17537
1/2/2020,8,11690,235,3668,3371,1,43,19008
1/2/2020,9,11689,379,3734,3609,23,43,19477
1/2/2020,10,11683,504,3706,3477,100,36,19506
1/2/2020,11,11668,405,3721,3040,154,49,19037
1/2/2020,12,11687,499,3682,2903,171,49,18991
1/2/2020,13,11689,406,3766,2536,174,51,18622
1/2/2020,14,11690,502,3668,3139,87,53,19139
1/2/2020,15,11691,404,3704,3186,58,49,19092
1/2/2020,16,11691,501,3810,3017,25,40,19084
1/2/2020,17,11684,301,3770,3223,7,35,19020
1/2/2020,18,11681,272,4089,3546,0,35,19623
1/2/2020,19,11682,238,4084,3599,0,35,19638
1/2/2020,20,11678,233,3986,3497,0,35,19429
1/2/2020,21,11677,233,3712,3346,0,35,19003
1/2/2020,22,11673,233,3706,2945,0,34,18591
1/2/2020,23,11682,232,3520,2748,0,34,18216
1/2/2020,24,11689,232,3165,2162,0,27,17275
1/3/2020,1,11681,230,3003,1462,0,21,16397
1/3/2020,2,11683,235,3042,1208,0,18,16186
1/3/2020,3,11679,234,3091,851,0,18,15873
1/3/2020,4,11681,272,3069,928,0,18,15968
1/3/2020,5,11691,287,3190,1243,0,18,16429
1/3/2020,6,11693,340,3303,1294,0,18,16648
1/3/2020,7,11692,338,3387,1178,0,25,16620
1/3/2020,8,11691,367,4033,1087,0,33,17211
1/3/2020,9,11690,540,4530,1020,3,40,17823
1/3/2020,10,11697,612,4397,845,14,39,17604
1/3/2020,11,11713,900,4750,662,22,37,18084
1/3/2020,12,11717,944,4483,623,34,34,17835
1/3/2020,13,11729,1092,4576,602,33,34,18066
1/3/2020,14,11744,1276,4658,520,44,34,18276
1/3/2020,15,11749,1200,4660,461,39,34,18143
1/3/2020,16,11761,1354,4708,424,18,34,18299
1/3/2020,17,11767,1432,5137,360,2,34,18732
1/3/2020,18,11775,1529,5675,326,0,34,19339
1/3/2020,19,11786,1421,5562,313,0,35,19117
1/3/2020,20,11790,1396,5314,335,0,36,18871
1/3/2020,21,11783,1160,4942,316,0,36,18237
1/3/2020,22,11824,802,4769,343,0,36,17774
1/3/2020,23,11819,591,4309,322,0,35,17076
1/3/2020,24,11839,434,3607,270,0,21,16171
1/4/2020,1,11863,272,3592,278,0,1,16006
1/4/2020,2,11893,236,3380,402,0,0,15911
1/4/2020,3,11909,236,3060,314,0,0,15519
1/4/2020,4,11908,236,3225,241,0,0,15610
1/4/2020,5,11931,236,3258,188,0,0,15613
1/4/2020,6,11949,244,3653,250,0,0,16096
1/4/2020,7,11956,236,3673,307,0,0,16172
1/4/2020,8,11964,236,4137,289,0,0,16626
1/4/2020,9,11958,333,4370,337,2,0,17000
1/4/2020,10,11958,384,4934,302,6,0,17584
1/4/2020,11,11951,543,5106,436,17,0,18053
1/4/2020,12,11948,507,4747,689,26,0,17917
1/4/2020,13,11947,544,4499,961,38,0,17989
1/4/2020,14,11952,588,4620,1109,61,0,18330
1/4/2020,15,11954,308,4049,1281,35,0,17627
1/4/2020,16,11950,308,4017,1407,15,0,17697
1/4/2020,17,11952,428,4303,1843,1,0,18527
1/4/2020,18,11953,431,4996,2038,0,0,19418
1/4/2020,19,11962,431,4736,2375,0,0,19504
1/4/2020,20,11959,433,4704,2286,0,0,19382
1/4/2020,21,11958,304,4495,2186,0,0,18943
1/4/2020,22,11959,306,3979,2415,0,0,18659
1/4/2020,23,11961,237,3398,2229,0,0,17825
1/4/2020,24,11927,237,3064,1822,0,0,17050
1/5/2020,1,11960,235,3013,1753,0,0,16961
1/5/2020,2,11963,238,2989,1885,0,0,17075
1/5/2020,3,11967,238,3000,1555,0,0,16760
1/5/2020,4,11972,238,3013,1902,0,0,17125
1/5/2020,5,11969,238,3058,1614,0,0,16879
1/5/2020,6,11956,238,3112,1796,0,0,17102
1/5/2020,7,11964,238,3248,1464,0,0,16914
1/5/2020,8,11962,238,3431,1125,2,3,16761
1/5/2020,9,11966,352,3672,995,12,2,16999
1/5/2020,10,11964,482,3785,1182,48,0,17461
1/5/2020,11,11960,373,3896,1348,87,0,17664
1/5/2020,12,11955,363,3950,1485,91,0,17844
1/5/2020,13,11949,527,3934,1668,176,0,18254
1/5/2020,14,11953,459,4028,1878,150,0,18468
1/5/2020,15,11965,541,4158,1995,82,0,18741
1/5/2020,16,11927,704,3957,2305,47,0,18940
1/5/2020,17,11959,756,4432,1983,6,0,19136
1/5/2020,18,11968,639,5234,2364,0,0,20205
1/5/2020,19,11973,627,5071,2428,0,0,20099
1/5/2020,20,11973,626,4787,2756,0,0,20142
1/5/2020,21,11964,465,4580,3051,0,0,20060
1/5/2020,22,11964,437,3852,3026,0,0,19279
1/5/2020,23,11964,437,3480,2595,0,0,18476
1/5/2020,24,11978,437,3102,2735,0,0,18252
1/6/2020,1,11977,265,3006,2892,0,5,18145
1/6/2020,2,11984,236,3037,2668,0,14,17939
1/6/2020,3,11983,236,3011,2358,0,16,17604
1/6/2020,4,11983,236,2974,2503,0,17,17713
1/6/2020,5,11982,235,2997,2616,0,17,17847
1/6/2020,6,11974,235,3061,2572,0,23,17865
1/6/2020,7,11974,237,3251,3002,0,31,18495
1/6/2020,8,11976,238,4108,3638,1,50,20011
1/6/2020,9,11968,351,4159,3543,10,52,20083
1/6/2020,10,11966,358,3915,3726,42,52,20059
1/6/2020,11,11963,358,3940,3663,84,53,20061
1/6/2020,12,11972,356,3720,3468,133,53,19702
1/6/2020,13,11966,214,3742,3348,191,52,19513
1/6/2020,14,11972,199,3797,3401,192,52,19613
1/6/2020,15,11966,199,3904,3163,159,52,19443
1/6/2020,16,11961,200,4432,2905,79,52,19629
1/6/2020,17,11978,200,4602,3798,19,44,20641
1/6/2020,18,11978,234,5481,4172,0,35,21900
1/6/2020,19,12014,235,4884,4066,0,35,21234
1/6/2020,20,12021,235,4962,3888,0,35,21141
1/6/2020,21,12014,236,4232,3446,0,34,19962
1/6/2020,22,12005,237,4219,3202,0,34,19697
1/6/2020,23,12018,237,3654,2713,0,34,18656
1/6/2020,24,12064,237,3311,2216,0,21,17849
1/7/2020,1,12073,238,3075,1714,0,16,17116
1/7/2020,2,12081,236,3062,1605,0,18,17002
1/7/2020,3,12105,239,3086,1069,0,18,16517
1/7/2020,4,12110,238,3271,930,0,17,16566
1/7/2020,5,12110,238,3247,857,0,18,16470
1/7/2020,6,12110,237,3580,1022,0,21,16970
1/7/2020,7,12099,240,4275,989,0,28,17631
1/7/2020,8,12110,411,5302,1126,2,35,18986
1/7/2020,9,12111,420,5248,1335,17,35,19166
1/7/2020,10,12113,439,4886,1478,65,37,19018
1/7/2020,11,12114,630,4665,1388,107,37,18941
1/7/2020,12,12105,699,4605,1380,117,36,18942
1/7/2020,13,12087,773,4046,1514,147,35,18602
1/7/2020,14,12088,879,3886,1448,176,34,18511
1/7/2020,15,12085,1020,4009,1470,121,35,18740
1/7/2020,16,12085,1248,4282,1520,64,34,19233
1/7/2020,17,12096,1263,4618,1757,14,35,19783
1/7/2020,18,12099,964,4914,2947,0,35,20959
1/7/2020,19,12104,756,4971,2962,0,35,20828
1/7/2020,20,12108,599,4818,3400,0,35,20960
1/7/2020,21,12106,565,4668,3191,0,35,20565
1/7/2020,22,12117,568,4220,3005,0,35,19945
1/7/2020,23,12119,409,3634,2800,0,35,18997
1/7/2020,24,12133,377,3202,2843,0,24,18579
1/8/2020,1,12147,379,3087,2598,0,19,18230
1/8/2020,2,12160,379,3054,1769,0,18,17380
1/8/2020,3,12192,381,3036,2093,0,17,17719
1/8/2020,4,12189,381,3022,2280,0,18,17890
1/8/2020,5,12181,382,3227,2388,0,19,18197
1/8/2020,6,12200,382,3309,2399,0,18,18308
1/8/2020,7,12199,377,3456,2668,0,23,18723
1/8/2020,8,12204,546,4168,3417,2,30,20367
1/8/2020,9,12198,729,3852,3525,18,33,20355
1/8/2020,10,12194,785,3774,3576,90,33,20452
1/8/2020,11,12189,1080,3865,3171,162,33,20500
1/8/2020,12,12191,1126,3782,2874,160,36,20169
1/8/2020,13,12195,956,3904,3003,222,42,20322
1/8/2020,14,12198,1038,3971,2708,218,46,20179
1/8/2020,15,12202,1347,4140,1937,135,47,19808
1/8/2020,16,12204,1442,4613,2094,77,67,20497
1/8/2020,17,12199,1410,4857,2514,14,88,21082
1/8/2020,18,12200,1068,5770,2581,0,85,21704
1/8/2020,19,12204,1159,6288,2075,0,126,21852
1/8/2020,20,12204,1122,6413,1542,0,198,21479
1/8/2020,21,12198,1180,6117,1178,0,189,20862
1/8/2020,22,12191,971,5811,702,0,123,19798
1/8/2020,23,12190,642,5652,423,0,108,19015
1/8/2020,24,12192,609,5139,429,0,102,18471
1/9/2020,1,12197,560,4702,499,0,79,18037
1/9/2020,2,12200,561,4809,508,0,82,18160
1/9/2020,3,12196,561,4737,509,0,72,18075
1/9/2020,4,12191,561,4755,683,0,73,18263
1/9/2020,5,12203,568,5010,870,0,75,18726
1/9/2020,6,12200,512,4424,1340,0,81,18557
1/9/2020,7,12203,510,4439,1993,0,86,19231
1/9/2020,8,12207,684,4825,2471,1,89,20277
1/9/2020,9,12205,761,4744,2823,40,89,20662
1/9/2020,10,12205,897,4508,2543,124,89,20366
1/9/2020,11,12198,956,4297,2750,215,90,20506
1/9/2020,12,12208,728,3958,2980,188,51,20113
1/9/2020,13,12201,560,4020,3199,178,36,20194
1/9/2020,14,12197,696,4215,3506,153,35,20802
1/9/2020,15,12198,745,4779,3418,84,34,21258
1/9/2020,16,12191,950,4596,3481,43,34,21295
1/9/2020,17,12187,1015,4705,3626,9,34,21576
1/9/2020,18,12180,522,5349,3711,0,34,21796
1/9/2020,19,12188,529,5349,3614,0,35,21715
1/9/2020,20,12193,401,5333,3753,0,36,21716
1/9/2020,21,12183,380,4773,3950,0,37,21323
1/9/2020,22,12185,368,3765,4045,0,36,20399
1/9/2020,23,11672,367,3313,3926,0,36,19314
1/9/2020,24,11685,366,3110,3319,0,27,18507
1/10/2020,1,11694,365,2985,3163,0,19,18226
1/10/2020,2,11699,366,2969,2666,0,16,17716
1/10/2020,3,11696,366,2930,2444,0,18,17454
1/10/2020,4,11685,365,2962,2253,0,19,17284
1/10/2020,5,11691,363,2911,2309,0,20,17294
1/10/2020,6,11691,362,3086,2731,0,26,17896
1/10/2020,7,11691,361,3398,3186,0,31,18667
1/10/2020,8,11692,361,3916,3820,0,37,19826
1/10/2020,9,11695,517,4030,3941,1,36,20220
1/10/2020,10,11693,956,3920,3666,4,37,20276
1/10/2020,11,11688,1034,3983,3464,10,37,20216
1/10/2020,12,11684,1101,3958,3469,17,37,20266
1/10/2020,13,11677,1212,3983,2981,19,37,19909
1/10/2020,14,11667,1283,4141,2674,19,38,19822
1/10/2020,15,11672,1221,4175,2246,11,38,19363
1/10/2020,16,11683,724,5058,1730,4,40,19239
1/10/2020,17,11682,791,5747,1438,0,43,19701
1/10/2020,18,11683,809,5779,1158,0,42,19471
1/10/2020,19,11683,578,5345,1138,0,41,18785
1/10/2020,20,11688,423,5234,1279,0,43,18667
1/10/2020,21,11679,424,4851,1445,0,42,18441
1/10/2020,22,11671,326,4864,1333,0,40,18234
1/10/2020,23,11686,278,4309,1302,0,46,17621
1/10/2020,24,11686,161,3234,1401,0,32,16514
1/11/2020,1,11680,146,3044,1449,0,9,16328
1/11/2020,2,11678,146,3045,1508,0,0,16377
1/11/2020,3,11682,149,2987,1891,0,0,16709
1/11/2020,4,11685,149,3067,2044,0,0,16945
1/11/2020,5,11681,162,3150,1804,0,0,16797
1/11/2020,6,11682,169,3180,1903,0,0,16934
1/11/2020,7,11686,183,3240,2173,0,0,17282
1/11/2020,8,11683,311,3602,1995,2,0,17593
1/11/2020,9,11676,511,3705,2389,6,0,18287
1/11/2020,10,11668,663,3845,2773,8,0,18957
1/11/2020,11,11659,676,3880,3017,21,0,19253
1/11/2020,12,11661,679,4367,2533,18,2,19260
1/11/2020,13,11664,678,4702,2121,19,2,19186
1/11/2020,14,11655,686,4771,1904,21,0,19037
1/11/2020,15,11665,541,4697,1976,12,0,18891
1/11/2020,16,11665,609,4389,2270,4,0,18937
1/11/2020,17,11672,367,4372,2349,0,0,18760
1/11/2020,18,11679,343,4806,2628,0,0,19456
1/11/2020,19,11680,344,4895,2596,0,0,19515
1/11/2020,20,11681,341,4647,2383,0,0,19052
1/11/2020,21,11674,340,4544,2170,0,0,18728
1/11/2020,22,11679,341,4176,1968,0,0,18164
1/11/2020,23,11679,340,3782,1775,0,0,17576
1/11/2020,24,11678,343,3511,1718,0,0,17250
1/12/2020,1,11679,341,3442,1453,0,0,16915
1/12/2020,2,11676,345,3470,1695,0,0,17186
1/12/2020,3,11678,342,3405,2056,0,0,17481
1/12/2020,4,11682,324,3335,1797,0,0,17138
1/12/2020,5,11691,323,3433,1831,0,0,17278
1/12/2020,6,11688,320,3500,2131,0,0,17639
1/12/2020,7,11690,325,3948,2003,0,0,17966
1/12/2020,8,11686,571,4572,1745,1,0,18575
1/12/2020,9,11679,617,4510,1658,6,0,18470
1/12/2020,10,11676,624,4709,1433,20,0,18462
1/12/2020,11,11679,774,5317,1023,54,0,18847
1/12/2020,12,11678,844,5036,616,88,0,18262
1/12/2020,13,11677,820,4716,454,98,0,17765
1/12/2020,14,11675,947,5072,359,102,0,18155
1/12/2020,15,11636,1004,5284,192,80,0,18196
1/12/2020,16,11685,1211,4871,117,38,0,17922
1/12/2020,17,11680,1315,5110,106,5,0,18216
1/12/2020,18,11682,1353,5737,121,0,0,18893
1/12/2020,19,11691,1408,5700,169,0,0,18968
1/12/2020,20,11685,1182,5250,232,0,0,18349
1/12/2020,21,11670,1085,5129,347,0,0,18231
1/12/2020,22,11683,976,4752,438,0,0,17849
1/12/2020,23,11668,756,3954,488,0,2,16868
1/12/2020,24,11676,494,3675,474,0,3,16322
1/13/2020,1,11678,480,3474,553,0,9,16194
1/13/2020,2,11679,491,3407,531,0,15,16123
1/13/2020,3,11675,539,3628,406,0,23,16271
1/13/2020,4,10471,872,4322,322,0,23,16010
1/13/2020,5,10289,1427,3868,333,0,22,15939
1/13/2020,6,10285,1613,3833,217,0,13,15961
1/13/2020,7,10430,1861,4688,173,0,22,17174
1/13/2020,8,10788,2374,5279,224,1,27,18693
1/13/2020,9,10795,3060,5334,305,3,27,19524
1/13/2020,10,10798,3139,5220,435,11,29,19632
1/13/2020,11,10793,3101,5119,548,36,43,19640
1/13/2020,12,10783,2938,5074,565,42,46,19448
1/13/2020,13,10784,2646,5066,622,42,41,19201
1/13/2020,14,10789,2996,5057,770,32,51,19695
1/13/2020,15,10788,3235,5151,725,20,64,19983
1/13/2020,16,10594,3529,5374,579,13,95,20184
1/13/2020,17,10491,3443,5725,406,3,145,20213
1/13/2020,18,10494,3223,5931,259,0,155,20062
1/13/2020,19,10494,2893,5744,135,0,140,19406
1/13/2020,20,10502,3050,5740,122,0,133,19547
1/13/2020,21,10497,3118,5490,149,0,130,19384
1/13/2020,22,10495,3084,5173,170,0,122,19044
1/13/2020,23,10490,1851,4597,214,0,80,17232
1/13/2020,24,10488,1154,4006,248,0,66,15962
1/14/2020,1,10516,479,3710,227,0,63,14995
1/14/2020,2,10536,333,3563,363,0,23,14818
1/14/2020,3,10541,347,3396,598,0,12,14894
1/14/2020,4,10537,430,3508,457,0,12,14944
1/14/2020,5,10539,827,3405,594,0,14,15379
1/14/2020,6,10544,1358,3854,521,0,11,16288
1/14/2020,7,10549,1824,4335,1115,0,23,17846
1/14/2020,8,10548,1920,4969,1734,1,27,19199
1/14/2020,9,10543,2207,4973,1566,22,27,19338
1/14/2020,10,10537,2462,4966,1101,78,26,19170
1/14/2020,11,10529,2737,5265,633,85,26,19275
1/14/2020,12,10524,2897,5222,572,51,27,19293
1/14/2020,13,10530,2397,5031,603,138,27,18726
1/14/2020,14,10537,2704,5336,729,108,25,19439
1/14/2020,15,11189,2509,5082,925,25,23,19753
1/14/2020,16,11663,2165,4681,1110,16,19,19654
1/14/2020,17,11676,1976,5187,1552,4,19,20414
1/14/2020,18,11679,1593,5737,1754,0,19,20782
1/14/2020,19,11690,1384,5512,2013,0,19,20618
1/14/2020,20,11682,1156,5013,2130,0,19,20000
1/14/2020,21,11678,632,4932,2360,0,19,19621
1/14/2020,22,11668,488,4526,2336,0,20,19038
1/14/2020,23,11675,367,4298,2254,0,20,18614
1/14/2020,24,11678,331,3681,1922,0,17,17629
1/15/2020,1,11663,330,3290,1125,0,13,16421
1/15/2020,2,11664,336,3238,1255,0,12,16505
1/15/2020,3,11666,344,3111,1243,0,12,16376
1/15/2020,4,11672,422,3163,921,0,12,16190
1/15/2020,5,11680,672,3273,604,0,12,16241
1/15/2020,6,11677,956,3575,579,0,14,16801
1/15/2020,7,11679,1371,3853,370,0,23,17296
1/15/2020,8,11677,1553,4810,335,1,29,18405
1/15/2020,9,11675,1522,4506,339,8,51,18101
1/15/2020,10,11669,1517,4615,264,29,56,18150
1/15/2020,11,11650,1579,5096,177,66,52,18620
1/15/2020,12,11655,1817,5017,130,82,52,18753
1/15/2020,13,11650,2055,4764,141,55,52,18717
1/15/2020,14,11508,2109,4614,227,61,55,18574
1/15/2020,15,11479,1985,4386,149,51,52,18102
1/15/2020,16,11554,1856,4484,393,39,46,18372
1/15/2020,17,11639,1848,4767,175,7,43,18479
1/15/2020,18,11639,1938,5347,412,0,39,19375
1/15/2020,19,11646,1332,5801,566,0,32,19377
1/15/2020,20,11649,1169,5642,411,0,34,18905
1/15/2020,21,11649,1030,5512,304,0,38,18533
1/15/2020,22,11646,736,5028,225,0,42,17677
1/15/2020,23,11640,423,4143,506,0,44,16756
1/15/2020,24,11649,369,3563,630,0,33,16244
1/16/2020,1,11648,367,3211,686,0,16,15928
1/16/2020,2,11673,369,3186,925,0,10,16163
1/16/2020,3,11684,365,3063,1557,0,9,16678
1/16/2020,4,11686,368,3076,2024,0,9,17163
1/16/2020,5,11682,368,3093,2463,0,9,17615
1/16/2020,6,11678,367,3174,2233,0,14,17466
1/16/2020,7,11680,370,3485,2634,0,16,18185
1/16/2020,8,11678,549,4745,2696,0,25,19693
1/16/2020,9,11683,923,4756,2904,4,22,20292
1/16/2020,10,11683,1131,4175,2734,36,22,19781
1/16/2020,11,11683,1014,4152,2850,102,22,19823
1/16/2020,12,11677,871,4106,2985,97,22,19758
1/16/2020,13,11681,992,4000,3064,93,22,19852
1/16/2020,14,11683,947,3930,3067,80,26,19733
1/16/2020,15,11677,997,4026,2924,58,38,19720
1/16/2020,16,11668,1090,4127,2965,48,77,19975
1/16/2020,17,11667,1167,4290,3315,21,82,20542
1/16/2020,18,11670,1147,4874,3578,0,84,21353
1/16/2020,19,11669,1142,5012,3673,0,84,21580
1/16/2020,20,11668,982,5044,3593,0,88,21375
1/16/2020,21,11659,956,4786,3573,0,67,21041
1/16/2020,22,11648,458,4462,3319,0,93,19980
1/16/2020,23,11652,357,4014,3124,0,103,19250
1/16/2020,24,11651,332,3313,2935,0,81,18312
1/17/2020,1,11649,340,3290,2686,0,72,18037
1/17/2020,2,11648,365,3583,2071,0,70,17737
1/17/2020,3,11633,483,3877,1542,0,114,17649
1/17/2020,4,11622,569,3852,1300,0,121,17464
1/17/2020,5,11622,620,3722,906,0,74,16944
1/17/2020,6,11627,872,4171,683,0,69,17422
1/17/2020,7,11629,1315,4534,504,1,96,18079
1/17/2020,8,11629,2022,5631,357,2,177,19818
1/17/2020,9,11635,2316,5310,319,28,200,19808
1/17/2020,10,11627,1961,4951,267,114,108,19028
1/17/2020,11,11632,2128,4904,220,149,66,19099
1/17/2020,12,11634,2318,5026,207,132,110,19427
1/17/2020,13,11622,2528,4968,164,155,96,19533
1/17/2020,14,11613,2664,4731,164,138,65,19375
1/17/2020,15,11604,2972,4657,241,132,57,19663
1/17/2020,16,11607,3305,4546,304,66,56,19884
1/17/2020,17,11625,3262,4567,388,10,56,19908
1/17/2020,18,11410,3222,5670,601,0,66,20969
1/17/2020,19,11284,2990,5644,645,0,63,20626
1/17/2020,20,11117,2976,5555,553,0,125,20326
1/17/2020,21,10965,3058,4974,560,0,154,19711
1/17/2020,22,10888,2548,5195,747,0,126,19504
1/17/2020,23,10842,1997,4221,1056,0,90,18206
1/17/2020,24,10839,1412,3662,1537,0,73,17523
1/18/2020,1,10841,655,3512,1936,0,71,17015
1/18/2020,2,10842,422,3432,2323,0,70,17089
1/18/2020,3,10842,328,3564,2490,0,29,17253
1/18/2020,4,10843,329,3574,2840,0,16,17602
1/18/2020,5,10847,330,3552,3045,0,4,17778
1/18/2020,6,10849,331,3703,3193,0,0,18076
1/18/2020,7,10849,331,4037,3371,0,0,18588
1/18/2020,8,10842,542,4423,3216,0,0,19023
1/18/2020,9,10834,724,4587,3390,1,2,19538
1/18/2020,10,10826,767,5023,3456,4,2,20078
1/18/2020,11,10828,1034,5376,3633,7,0,20878
1/18/2020,12,10823,1071,4870,3831,8,0,20603
1/18/2020,13,10826,1309,4699,3760,7,0,20601
1/18/2020,14,10825,1573,4621,3751,6,0,20776
1/18/2020,15,10830,1831,4460,3783,5,0,20909
1/18/2020,16,10831,1569,4667,3924,5,0,20996
1/18/2020,17,10828,1218,5221,3944,2,0,21213
1/18/2020,18,10818,1473,5711,3919,0,7,21928
1/18/2020,19,10828,1452,5676,3861,0,9,21826
1/18/2020,20,10835,1191,5310,3721,0,14,21071
1/18/2020,21,10845,787,5015,3691,0,14,20352
1/18/2020,22,10836,335,4786,3706,0,8,19671
1/18/2020,23,10817,264,4140,3838,0,13,19072
1/18/2020,24,10830,204,3648,3414,0,3,18099
1/19/2020,1,10839,199,3436,3209,0,0,17683
1/19/2020,2,10849,201,3518,3073,0,0,17641
1/19/2020,3,10839,200,3446,3292,0,0,17777
1/19/2020,4,10837,200,3439,3189,0,0,17665
1/19/2020,5,10839,201,3438,2805,0,0,17283
1/19/2020,6,10838,200,3533,2614,0,3,17188
1/19/2020,7,10836,201,3720,2947,0,1,17705
1/19/2020,8,10837,201,3878,2625,0,1,17542
1/19/2020,9,10834,374,4182,3016,3,3,18412
1/19/2020,10,10830,472,4947,2940,13,8,19210
1/19/2020,11,10829,613,4340,2881,25,0,18688
1/19/2020,12,10829,725,4080,2792,47,0,18473
1/19/2020,13,10829,1495,4223,2676,61,0,19284
1/19/2020,14,10822,2148,4154,2528,50,4,19706
1/19/2020,15,10815,2683,3869,2284,48,9,19708
1/19/2020,16,10814,3118,3785,2121,57,31,19926
1/19/2020,17,10813,3178,4386,1875,21,56,20329
1/19/2020,18,10816,3177,5430,1825,0,58,21306
1/19/2020,19,10824,3134,4959,1938,0,58,20913
1/19/2020,20,10822,2657,5156,2114,0,58,20807
1/19/2020,21,10825,2298,5327,2061,0,69,20580
1/19/2020,22,10824,1717,4967,1952,0,56,19516
1/19/2020,23,10825,1378,4289,1746,0,9,18247
1/19/2020,24,10818,731,4123,1552,0,0,17224
1/20/2020,1,10820,624,3988,1442,0,0,16874
1/20/2020,2,10827,713,4110,1281,0,6,16937
1/20/2020,3,10834,668,3804,1225,0,9,16540
1/20/2020,4,10830,928,4216,1039,0,17,17030
1/20/2020,5,10834,1372,4097,791,0,20,17114
1/20/2020,6,10857,2092,4125,698,0,57,17829
1/20/2020,7,10864,2847,4611,678,0,92,19092
1/20/2020,8,10856,3178,4943,609,1,97,19684
1/20/2020,9,10838,3338,5028,578,25,119,19926
1/20/2020,10,10841,3507,4793,518,97,177,19933
1/20/2020,11,10795,3412,4752,398,168,150,19675
1/20/2020,12,10846,3104,4613,353,204,128,19248
1/20/2020,13,10844,3347,4609,393,220,139,19552
1/20/2020,14,10848,3404,4290,479,218,101,19340
1/20/2020,15,10848,3570,4103,638,198,87,19444
1/20/2020,16,10845,3721,3941,488,132,85,19212
1/20/2020,17,10848,3795,4453,518,43,86,19743
1/20/2020,18,10854,3878,5545,855,1,86,21219
1/20/2020,19,10855,3903,5317,1419,0,85,21579
1/20/2020,20,10854,3753,4680,1851,0,88,21226
1/20/2020,21,10843,2912,4825,1932,0,88,20600
1/20/2020,22,10847,2388,5021,1693,0,88,20037
1/20/2020,23,10842,1821,4477,1487,0,87,18714
1/20/2020,24,10853,1564,4223,1292,0,39,17971
1/21/2020,1,10854,1495,3972,1083,0,22,17426
1/21/2020,2,10865,1644,3948,953,0,18,17428
1/21/2020,3,10861,1809,3767,826,0,17,17280
1/21/2020,4,10865,1953,3428,868,0,18,17132
1/21/2020,5,10867,2283,3264,737,0,18,17169
1/21/2020,6,10867,2774,3395,912,0,18,17966
1/21/2020,7,10867,3135,4453,1119,0,48,19622
1/21/2020,8,10868,3662,5055,1256,2,93,20936
1/21/2020,9,10858,3612,5049,1243,9,134,20905
1/21/2020,10,10862,3548,4995,1306,32,94,20837
1/21/2020,11,10868,3742,4944,1367,71,134,21126
1/21/2020,12,10864,3502,4662,1617,94,95,20834
1/21/2020,13,10691,3317,4188,1701,99,87,20083
1/21/2020,14,10043,3474,4573,1808,104,109,20111
1/21/2020,15,10042,2893,4510,1794,126,87,19452
1/21/2020,16,10041,3149,4660,1784,95,98,19827
1/21/2020,17,10047,3104,4502,2040,29,100,19822
1/21/2020,18,10046,3094,4555,2461,1,103,20260
1/21/2020,19,10047,2871,4474,2567,0,105,20064
1/21/2020,20,10046,2872,4348,2489,0,105,19860
1/21/2020,21,10042,2443,4401,2190,0,110,19186
1/21/2020,22,10039,1453,4400,3275,0,99,19266
1/21/2020,23,10038,1095,3848,3158,0,56,18195
1/21/2020,24,10034,582,3563,3168,0,34,17381
1/22/2020,1,10042,451,3512,3118,0,21,17144
1/22/2020,2,10045,559,3533,3199,0,18,17354
1/22/2020,3,10043,663,3507,2879,0,18,17110
1/22/2020,4,10055,962,3511,2245,0,18,16791
1/22/2020,5,10055,1312,3508,2053,0,23,16951
1/22/2020,6,10047,1638,3653,2310,0,19,17667
1/22/2020,7,10053,1686,3882,2743,0,28,18392
1/22/2020,8,10049,2200,4803,3022,0,34,20108
1/22/2020,9,10052,2308,4546,3130,8,34,20078
1/22/2020,10,10045,1877,4591,3101,33,34,19681
1/22/2020,11,10053,1537,4612,3319,65,34,19620
